LipidGroup,BH1,BH2,BH3,BH4,BN2,BN3,BN5,BN6,CH1,CH2,CH3,CH5,CN1,CN2,CN3,CN5
SM(d40:1)+HCOO,2939924.54,3152090.536,2881413.933,4355664.919,3352771.379,3466095.499,1585103.52,2141438.687,1986665.619,3348555.436,2410299.305,2477945.934,1555620.077,1119943.958,2384215.595,1728244.35
SM(d40:2)+H,11604671.17,11791245.56,8685262.091,8834360.079,12720142.17,11324234.04,11930840.49,11501660.27,7101452.829,7636713.288,10598232.56,8627284.102,10008711.08,8255899.06,10461258.27,8684040.225
SM(d41:1)+H,12252797.8,16517448.85,18015170.6,18775605.57,16945398.12,11612225.52,11548564.93,15470142.66,9864118.516,13029432.78,10686445.75,10210057.83,8928469.078,4056041.127,11325809.44,13943226.38
SM(d41:1)+HCOO,1671893.624,2770590.312,1169340.898,2358827.468,1316822.34,1917182.981,854298.738,1582061.905,843036.711,582721.353,1535591.687,658169.739,659617.827,0,1023523.394,1229792.629
SM(d42:1)+H,36456257.18,51140907.53,53381631.41,55680359.48,57612632.01,55135559.96,49477545,47874921.42,43914641.42,43767093.25,38702741.55,29328540.19,41849731.61,26514605.44,46214265.74,53876498.61
SM(d42:1)+HCOO,5574896.73,6392071.873,6931411.795,6920464.899,5492972.538,6723486.183,7205845.062,6293902.932,5257538.37,5642678.058,6966859.996,4965453.056,7367303.175,4187266.429,5245444.007,6583304.746
SM(d42:2)+H,285976806.4,367730295,331289637.8,310537914.2,311879900.1,323826377,321942049.2,350596239.9,326587964.3,293896353,247998333.4,250968446,290200146.8,217686349.3,290991380.2,263086820.3
SM(d42:2)+HCOO,39447518.17,50828003.4,53046704.25,56541194.18,41352147.88,52712881.83,52103739.02,41755614.91,52082961.62,50799405.07,39324676.69,42137181.21,46997941.86,38501377.14,46112435.51,39314152.24
SM(d42:3)+H,136696298.1,182184177.8,173601442.1,163925199.5,150740852.9,157664762.6,167651058.4,154081471.9,150056717.9,162351423.2,188692708.5,152320109.8,147535273.6,117239053.1,169438627.4,170367356.6
SM(d42:3)+HCOO,23602694.5,29999817.6,22885896.04,25914961.94,23272739.6,25761601.95,22632592.99,25141632.34,21712197.9,27440463.38,21910988.77,23665240.08,29419741.71,23464092.42,29190784.52,29425053.27
SM(d42:5)+H,18191436.47,25155206.49,13984482.31,20970436.34,24770361.93,17463970.61,22516874.81,18235740.03,8139358.263,4542941.758,8025770.526,8289614.653,9108582.438,6259053.521,12425563.55,11390098.2
SM(d42:5)+HCOO,1990047.739,3563418.371,2253812.785,2186925.31,988045.702,2204068.602,2772708.641,2229266.135,740104.992,1245354.87,606664.468,1035391.141,1173982.484,513792.165,1657683.227,2092723.855
SM(d42:7)+H,9279861.19,12726130.38,11115439.79,14501788.34,10491525.86,7961482.858,9309831.976,11312466.18,5438426.235,7615748.655,2441755.156,2213400.88,5121019.466,1007862.414,5841578.444,5335036.833
SM(t31:0)+CH3COO,2253598.136,3130112.887,3264035.152,3179136.742,3251711.215,4299786.523,2679622.13,2623590.705,2027916.256,2614470.356,2208089.81,2590125.987,1865333.926,2076072.931,1873208.093,1629513.637
SM(t34:1)+H,9140534.418,19517367.81,13736388.32,19362804.24,15081035.97,11435615.37,10717953.48,14804977.84,9652673.901,13483048.72,9975216.043,11038444.28,10039130.14,11685906.53,10536665.11,9002398.985
SM(t34:1)+HCOO,2093467.824,2451308.817,3012239.673,2813067.759,1741585.173,2139761.761,2819426.632,1720988.98,790551.012,1438482.258,1526441.401,1816946.277,1534479.71,839449.543,788631.957,1781316.292
SM(t39:1)+CH3COO,4081893.497,5502317.709,5871683.339,5431871.359,5556042.944,4737787.05,4861393.687,5307984.132,4190565.738,4007938.936,3908865.827,4216236.68,4019503.497,2722836.185,4158723.371,3106921.621
SM(t39:7)+H,6972457.861,2870336.66,2056429.75,2545206.534,12184340.76,2289333.975,1416195.784,10477260.63,2065352.017,1793091.788,3004007.029,5254585.982,2776919.644,3861993.858,1306929.69,5666090.676
SM(t41:7)+H,1989112.151,5591247.962,7962046.707,9849438.023,7309072.998,5735649.808,6874609.971,5838165.837,10161137.94,3873240.837,5588419.831,3941682.753,1525630.906,0,5432959.35,4434783.925
StE(22:5)+NH4,17648075.46,13126456.02,12949299.02,25359979.54,13374969,9053224.761,26702529.11,24929997.73,11794373,9541698.349,9260634.524,16234977.27,7366174.255,0,7962931.542,6932590.254
TG(20:2)+NH4,7700188.131,1905941.499,2878545.304,1068826.843,1497078.552,2390443.124,2105377.174,8321250.012,1503120.098,1762856.034,765844.5954,2366029.331,6245595.481,2202096.307,3510095.765,10205788.17
TG(20:2)+NH4,677160.4017,2289451.197,4059017.463,1043214.723,1611546.509,3469447.078,1993574.262,11819606.43,1224207.095,3310645.562,3930124.682,1913370.6,3862750.112,7843072.902,6082906.514,4727632.317
TG(20:2)+NH4,13755333.86,642627.5661,7729751.918,4015387.648,4786582.94,1055897.891,4213145.301,24138507.69,4870635.312,4257494.3,4777913.53,1337044.074,1696990.785,5458198.441,5375644.75,16384787.93
TG(20:2)+NH4,1722034.361,6986070.615,3669097.535,395793.171,3076144.935,8271271.391,4650485.835,2945900.173,11138656.54,2895682.035,1587047.151,5178582.167,24040676.75,7123621.388,3219501.846,6004336.954
TG(20:2)+NH4,3315370.424,35345934.92,7687461.489,4049670.469,4774655.455,2342828.673,3795185.009,17787684.65,100178860.8,1267524.319,11667112.79,19516308.82,8925079.111,1698529.163,16889689.57,5798683.977
TG(20:3)+NH4,8058459.864,4160799.198,8944537.366,10008905.84,1195188.803,7003507.933,3140665.5,2841911.697,8378355.688,5499371.066,7898487.403,6588793.237,6480788.702,36064285.17,1864492.119,7965549.85
TG(20:3)+NH4,922511.475,10301530.67,3334437.468,2436016.114,48268196,17556399.08,2077475.5,866166.8301,10431997.15,3670426.456,2960490.241,3906123.145,3831028.622,19383666.93,18459426.6,12427494.29
TG(21:2)+NH4,9672148.677,11360503.01,3113538.213,1056810.628,5715193.882,2673552.669,421164.3699,1544009.405,3904342.047,3797040.556,5367548.285,2220011.342,2322152.04,5254527.191,1204507.102,2338787.747
TG(21:2)+NH4,9813395.7,2973264.623,1538161.415,1788291.449,12845954.52,5116170.367,14212832.74,7861742.564,2938753.637,14785380.61,1732107.485,53346826.12,36051582.54,939356.25,2057283.668,1195029.202
TG(21:2)+NH4,1306665.866,2612194.847,9237884.658,12502804.71,2973191.303,1667520.069,35763844.06,5239875.154,3323470.52,5653866.033,13764166.97,5480735.913,5156484.178,3921471.797,4946166.839,2297562.173
TG(21:2)+NH4,5231967.246,2520586.783,1471047.049,2644522.938,4024557.218,12533940.79,9710006.711,6018472.324,13856358.54,1917121.424,3615627.82,10083837.39,75704212.29,7256200.079,76088506.27,6292208.629
TG(21:2)+NH4,6557841.264,7926046.673,13300964.08,30146400.77,14944731.09,2855187.964,4676390.224,7378667.647,3913692.247,10135154.59,31967322.28,7774299.579,7155114.515,1405067.702,27972328.6,14077863.66
TG(21:2)+NH4,6143142.874,19339812.18,2022964.309,5316401.082,5265348.888,41359412.16,2953856.616,12174185.24,4525759.666,141082176.5,6958643.812,76753736.96,82471537.77,9131972.97,15109082.73,4251397.866
TG(21:4)+H,10561806.47,2503267.623,2714804.06,3112610.915,2058456.049,1029922.606,9470205.744,3638590.176,3395562.967,3952639.758,10621792.43,1347919.021,10296711.99,2587370.563,11249909.9,4208972.059
TG(24:6)+(CH3CH2)3NH,5551453.005,13553030.12,1555429.455,4447046.995,5875637.025,1531734.653,2659692.004,6302416.65,3289815.846,4223894.61,3415604.288,1884508.243,8316464.729,1199105.549,6960904.917,3541507.347
TG(26:7)+NH4,14827804.96,24507631.55,23904402.27,23900296.67,4237598.744,8914056.927,6055762.522,9753912.415,7770015.573,10664036.32,10178669.25,11431422.85,6388462.822,7865478.795,11441806.41,8183398.57
TG(32:0)+NH4,29507208.39,54483271.62,16836451.14,10733768.29,35357991.54,50109744.38,22782849.83,22000939.18,4688239.129,4098916.725,4460408.541,2684710.718,13864918.36,31769006.15,34391289.54,11737139.32
TG(33:1)+NH4,2116980.926,1351648.182,0,770509.052,0,1054648.991,858335.641,0,1070978.438,1399411.46,0,2460839.927,1356986.684,340757.989,0,1740958.249
TG(34:0)+NH4,76936567.69,136510881.8,57437482.16,44854934.06,129131081.7,132999487.2,65451469.21,53749070.14,14302442.88,12593987.62,14338432.8,12052989.42,43156570.98,87861627.35,91117452.25,49053424.08
TG(34:0e)+NH4,109666414.1,90137253.18,67820592.58,58147482,82530885.89,74794920.77,93177842,79197820.6,94177707.19,68360679.98,63303220.06,87428618.73,53693877.88,101532926.6,93525747.58,95737020.28
TG(34:3e)+H,28064235.51,25993307.22,17371363.24,19760743.32,35599603.96,26839380.39,25637433.02,29202602.17,20847097.54,27015625.58,22200342.75,26050636.27,33090282.08,29876943.36,25864892.67,25109228.58
TG(34:9)+(CH3CH2)3NH,3049376.242,7056777.165,359833.5927,5663333.285,0,2579805.2,3625229.192,1414274.391,7347693.917,1510496.023,4773409.14,2940166.254,1547761.058,3538343.703,3026307.405,6409769.84
TG(34:9)+(CH3CH2)3NH,3066734.604,9764516.322,4242122.809,10105563.5,7664330.74,16835105,85316353.87,43746756.56,16595472.68,12428166.89,1763895.498,27589545,9961165.775,37479512.92,7330793.642,5859672.965
TG(36:0)+NH4,13364956.73,26520003.33,10060801.05,7718867.537,23844970.08,24379780.12,10479109.7,8116541.549,0,1104476.906,0,2222661.517,5737061.286,15202642.64,9591026.771,8828382.793
TG(36:0)+NH4,174811382.2,280726834.2,114095403.4,107343434.2,277850791.2,307300442.5,159049260.8,128423707.6,39872631.59,36724578.82,33909840.28,34111232.37,118297197.5,217323362.9,211323540.4,119230028.6
TG(36:0e)+NH4,115630656,79819701.62,106075665.3,106317922.2,94300801.45,94471637.18,93418466.29,116981875.5,95335022.15,96850776.26,77521915.47,107165945.8,144829267.2,103503452.2,84549117.66,157617532.3
TG(36:3e)+H,22162011.87,24279954.83,32954111.83,37013015.66,34298330.96,40041208.74,19449801.71,39529127.6,40739114.58,27596058.69,34033569.19,39411058.99,16066182.29,32541699.62,43715074.9,36661002.76
TG(38:0)+NH4,29364542.87,49594200.66,12722346.13,16821867.21,38877192.75,33822547.17,25568171.82,21789813.84,4001681.733,2386295.193,2697719.734,2236308.529,16563836.92,31512037.31,26245020.96,21261858.32
TG(38:0)+NH4,276373851.5,419920634,214377647.6,174003015.3,435847858.7,485401694.5,249486508.2,212415085.2,80686307.25,77895775.43,84230338.83,53253578.86,206367187,338449927.2,329529818.3,200554642.5
TG(38:0e)+NH4,42424782.19,38094413.83,23743520.07,21522171.22,54696291.42,13986830.72,45865608.23,33479897.81,48366480.53,22423429.44,48008848.17,43322123.27,49219728.93,37970406.24,41669490.88,33711205.59
TG(38:1)+NH4,43205636.92,89694784.96,25197467.32,26111523.33,83985213.57,82722190.94,24913491.23,23708696.27,4125976.613,3641480.819,1830829.453,2764749.411,20226181.79,67406554.49,32261420.35,27777723.68
TG(39:9e)+H,19891284.47,33456499.44,15855183.09,11014710.77,34193953.19,39851373.29,14743734.16,15221820.63,1662843.952,1480099.044,4052873.297,1362439.28,8294690.471,25559199.06,22710976.05,10024236.57
TG(40:0)+NH4,385497663.3,535370735.8,279181381.3,208377664,633867945.4,620897667.7,371508316.9,328357499.5,130294776.5,129964732.8,141070457.9,84825322.9,346483773.2,465384768.8,472910122.2,249254867.4
TG(40:0)+NH4,1284492.819,0,0,1227036.037,349.4,4902665.396,5081597.066,2983223.108,5290330.799,6548617.675,1419387.104,4996432.782,7241289.496,20251405.34,2587063.357,10230239.97
TG(40:1)+NH4,8556697.283,16560074.76,1293982.216,1340252.4,9822608.438,18246443.18,1454332.437,3032553.603,1007992.799,0,918138.567,1286168.163,1091844.676,9448976.23,10629014.36,4753406.816
TG(40:1)+NH4,134140074,251832993.7,109228189.2,95689858.23,204630033.9,205315235.1,96962201.59,96432552.58,34826594.27,27961656.97,35134392.62,18399142.02,112828528.4,193123781.9,180252276.6,104097144
TG(40:2)+NH4,75230933.34,142700543.2,58273856.78,55632938.86,116915484.3,120454887.9,42063119.05,46435332.08,14575650.8,11926610.58,9735421.777,10326263.16,45777809.96,106214529,97754975.24,58345675.28
TG(40:3)+NH4,6541263.114,12190909.63,4507487.949,5615028.449,12029547.26,9788608.539,3514117.27,3431639.531,0,0,0,0,3047321.123,8232402.39,7122033.27,3606589.635
TG(41:1)+(CH3CH2)3NH,32164462.5,52664281.14,18441468.06,15532269.38,28196684.34,21385302.4,18559673.26,15213603.57,18826535,10494284.19,9258521.969,11884486.91,10293800.89,55788650.13,27888372.92,27908390.31
TG(41:9)+NH4,3778843.172,18540306.79,622617.0627,4014783.727,1960633.123,1342196.795,1796403.217,901551.1263,3997666.027,2687035.253,2204612.369,531598.6167,2774810.732,8811708.758,4095491.651,3308973.212
TG(41:9e)+H,34580149.76,53580690.12,23702534.5,18311734.66,53692010.4,61159874.02,31423815.53,30452685.69,4496432.539,5525817.689,3804772.129,4698060.368,19321225.44,45733599.99,38078997.89,19379456.58
TG(42:0)+NH4,390640959.6,591545780.8,262400820,271368717.6,642742158.4,614335154.7,355930146.7,379748404.5,184893242.3,170409760.3,155350647.4,116464664.5,367354904.7,511066060.7,477467982.3,292148500.1
TG(42:0)+NH4,8393956.632,4054903.612,5334132.956,3455388.286,4916786.882,2416263.618,1401246.382,4618588.178,9259966.538,1996018.296,10760951.81,5568530.015,35585177.35,25749690.33,10085594.54,7027241.382
TG(42:1)+NH4,298522181,448550479.3,199785904,207204285.8,383001136.7,445806260.7,243149513.8,223336994.8,122989915.5,100909094.6,97762516.39,69324244.63,324030644.4,366679755,357862646.2,220796194.9
TG(42:2)+NH4,152663080.7,277583844,129833624.2,128125748.1,254054318.6,260385728.9,125855259.9,108234250.3,34295185.16,37543267.56,38081156.78,20718172.79,140033640.4,268572019.6,282660335.1,131735197
TG(42:3)+NH4,19353417.23,48351453.47,14103810.23,16008676.32,43670042.89,47130915.41,19624545.66,15888003.03,0,1861283.111,0,1690432.876,19214583.89,26369667.15,32619219.28,16462941.73
TG(42:7)+H,2327221.562,5894477.282,4869763.503,4133352.339,2210859.733,4741082.766,5803611.474,3945093.443,1705582.584,3903637.14,4152594.491,4213672.839,3199348.301,0,3095650.447,1817735.158
TG(43:1)+NH4,4286885.019,15140085.6,4593429.695,5195686.485,10130064.61,6503837.936,2253598.004,2809868.818,4733822.055,1159800.844,1482163.338,2378045.363,6299581.234,12507967.03,11571709.5,3506606.259
TG(43:10e)+H,3874543.909,12707025.06,3664937.406,9615324.131,13243670.82,14635380.71,4248956.674,6266227.189,0,0,0,0,4149579.007,9698615.471,8851802.606,3263283.686
TG(43:9e)+H,51771951.93,58041782.95,40686237.52,31604675.23,74164226.41,75581358.36,43930606.56,34111843.61,14567911.98,10772427.5,14701179.03,6717836.173,34023780.97,62466596.25,53592551.08,36945382.69
TG(44:0)+NH4,340413555.7,469576430,282082794.9,239804773.7,547731426.5,593860228.6,362280066.4,292816377.4,202783289.8,145943958.7,148355002.8,101755421.4,368691541,497381752.8,401860942.1,272735462.9
TG(44:1)+NH4,476292653.2,752430495.1,368005830.8,371609840.2,661092706.3,617240778.8,406091309.9,386402461.8,222656289.4,224845769.6,190975303.1,214525708.6,442826393.7,719305570.3,609729790.7,412036653.8
TG(44:1)+NH4,5787875.556,6614987.246,7047533.369,14024875.37,17853559.65,2628177.507,4100528.145,5898282.893,10536708.52,433103.2812,3061038.759,22328554.34,23830290.31,2016022.189,37735548.65,46406847.29
TG(44:1)+NH4,8385692.46,1465668.42,5211001.183,3884057.359,2123142.772,3262928.76,15073293.72,2827735.866,6632605.483,8743448.708,4872638.993,1139736.119,4247772.744,2092924.333,7175652.089,28984804.76
TG(44:2)+NH4,294269972.3,491164270.4,209447146.4,194306226.5,491102254.8,408952472,250274274.8,250107346.1,113380881.6,90254039.28,91099863.08,71644789.56,305113430.4,475740770.5,445856783.1,238295175.2
TG(44:2+3O)+NH4,1690504.699,8151744.436,3002466.609,10484276.35,10874635.26,4944761.538,13848528.19,7942867.179,21537554.79,21200964.6,23285284.35,21403391.12,10254584.84,11291697.37,11981464.87,16169633.08
TG(44:3)+NH4,47277686.92,90022465.26,41773346.42,36254460.5,82820524.25,84891389.53,37743344.81,39487450.32,10481769.11,4470640.579,9407955.919,7690673.478,51594364.56,79264150.25,80865014.4,39682551.19
TG(44:4)+NH4,11459549.69,25864940.62,8951063.078,5176398.544,16120155.2,16004821.22,4755762.931,2527429.706,1613171.313,1108951.044,1172516.029,0,2754423.251,7074480.351,5780707.178,0
TG(44:5CHO)+(CH3CH2)3NH,33747890.63,41207326.03,26019765.23,32735058.73,39635706.2,29854053.28,27686754.72,28287772.69,26654612.15,12583501.6,16055906.27,8877616.996,35189226.5,51756624.53,43633466.47,29743671.69
TG(44:8)+H,27781443.5,21871514.45,33446682.59,33272139.48,21582131.5,26898442.84,35058681.52,29012679.38,23116290.85,26211453.09,18017227.57,23677876.66,13200828.14,6649637.28,17195805.32,20085773.07
TG(45:1)+NH4,11773734.85,24397432.4,5203423.234,14438695.59,13082442.15,18334215.28,9524244.683,7545910.126,8489448.134,7259409.93,7347227.697,7696283.392,22165028.68,31358440.58,20488325.09,14528766.76
TG(45:10e)+H,25436958.89,37969610.09,18289840.46,19622808.81,31770220.83,28318989.7,16429884.06,16927830.59,9922418.362,2274415.21,1732829.274,1471256.832,18636375.5,34303515.05,28566469.1,18712017.03
TG(45:11e)+H,10294687.64,36219006.49,14863259.36,13730662.41,28272904.43,27039655.29,10160480.71,9544196.732,1220372.655,2619040.8,4981198.813,0,8329801.483,22333530.11,20498061.24,11850542
TG(45:9e)+H,51972016.44,58013331.33,31412868.92,30094469.46,63068687.32,63014689.84,48545046.26,44424542.16,15961809.85,23903365.59,16727409.22,11110036.48,42054504.2,57346164.09,46210411.59,34303927.19
TG(46:0)+NH4,313304676.9,468468108.9,204020335.1,215960526.6,484600286.6,454403648.4,344364125.7,289950103.3,177169640.3,135145349.2,133031216.2,101668618.9,312568048.3,387625450.7,368663858.1,214660498.8
TG(46:1)+NH4,666604049.2,971859026.6,515930764.2,552952843.6,940471953.3,850281961.7,502492745.6,562317215.4,395024061.6,264512896.3,329131942.4,208885944.4,777177608.2,1082464883,869997648.8,638171227.4
TG(46:1)+NH4,18767079.33,4110092.613,3058047.294,14464344.78,1321424.961,5377015.292,33687251.74,21482786.4,7761373.545,7330677.267,13865753.87,8720298.965,20211594.25,15862587.47,11124252.59,2280117.472
TG(46:1)+NH4,7003310.95,7063702.154,2666015.051,9838462.576,3381131.341,20278754.38,6690978.992,13754422.19,8520039.72,4048908.23,5861854.108,4209270.392,1359362.459,109299009.2,4592053.837,3457835.635
TG(46:1e)+NH4,2275492.087,0,0,1868501.886,3393393.236,2635947.295,0,0,0,0,1797662.841,3629739.502,3839099.702,9846558.829,5816441.662,3163647.194
TG(46:2)+NH4,444357945.4,743568681.7,329970133.1,402102998.9,674851874.8,642231190.1,397879356.1,386092096.4,271450502.2,222379682.3,177469514.7,147941622,493766512,819347338.6,702076086.5,452877928.3
TG(46:2)+NH4,1725191.647,717879.1518,0,0,10280.3064,1983830.795,3770738.706,0,823194.4875,2750773.4,4255699.213,1614461.863,572448.1752,129982.32,3484270.839,1957694.76
TG(46:3)+NH4,88831843.46,227881980.8,89310661.04,94483449.6,177280369.9,220533102.3,90992933.47,82053978.34,41808178.7,34309431.07,31088857.94,21243965.17,109633036.3,186770720.2,107260388,97619810.8
TG(46:4)+NH4,28344589.57,64668165.93,17451428.5,24037413.86,45100981.42,34276548.93,14119988.5,13244616.88,5302091.997,0,1860206.07,1744052.955,18489143.31,43939756.44,40425699.97,27485552.51
TG(46:4CHO)+(CH3CH2)3NH,8462344.37,14847725.93,8687920.521,8815903.112,10087363.13,8872201.627,4640167.73,2273185.305,4738511.255,4085726.839,4834220.722,2920996.239,13457887.39,13571845.94,17841341.35,8191385.493
TG(46:5)+NH4,5883838.169,18737153.35,7295023.595,5422847.983,22936168.83,13983092.25,4708515.906,5132091.598,0,1212855.768,1285573.181,0,4549737.75,11865825.46,12966205.72,5325589.428
TG(46:5CHO)+(CH3CH2)3NH,19205583.95,30874075.28,17349303.68,14236136.02,17483945.81,17750462.86,9678191.983,9483503.33,9570041.799,16471396.79,8058119.693,11536120.68,28853429.5,45906893.04,39783937.62,35663922.28
TG(46:6)+NH4,8675753.047,19463576,5755441.155,5365747.818,11992173.85,11031028.79,2737650.292,6521230.565,0,0,0,0,4314056.199,9595119.576,6403667.036,1741076.941
TG(47:0)+NH4,5493291.114,11468922.08,2429362.806,2115883.941,13815620.22,10642868.13,5570776.383,2543135.381,2032590.759,3704554.399,2258776.152,1719040.212,3139932.989,12327988.73,12756802.25,3287325.734
TG(47:1)+NH4,14101693.55,26950317.13,13634426.53,10544929,17689985.07,25590692.3,13666970.5,10017573.66,8617893.751,11322078.91,8207353.753,11348416.82,20533105.69,35247567.13,30170145.25,20944405.54
TG(47:11e)+H,31742711.42,55669191.01,31548016.23,25758560.79,50799193.12,55545254.86,22296212.88,23568216.12,9876507.13,4785763.501,8380361.604,6916243.885,27686219.04,61550318.11,62434721.63,22859740.38
TG(47:9e)+H,40978080.28,51331371.84,27298145.01,29027239.19,45423364.04,42867004.3,34639625.35,38437839.15,20316038.77,25755229.41,22421604.69,18540929.41,41665297.14,50280230.89,44982944.84,33738475.29
TG(48:0)+NH4,274686433.8,355658884.7,154038991.2,144377524.7,379536619,366881844.1,220810057.5,220134527.5,195868661.6,162140317.6,156105935.5,125928562.4,297783884.3,405684875.6,343670845.9,190257663.6
TG(48:1)+NH4,12827208.69,22762481.56,13894823.02,7787049.177,20508086.63,18010179.87,8989976.891,8438929.853,5047723.091,2653413.34,5516990.356,3288961.407,3833617.554,31749852.78,18145192.17,4137525.553
TG(48:1)+NH4,615164229.6,926030759.7,445647874.8,466626792.6,782116398.5,808931790.9,579195973.8,494147615.2,359115832,257660192.2,312882836.9,245325944.4,717006008.8,954851185,801837118.5,630510372.3
TG(48:1)+NH4,10317036.01,802620.5793,1191380.315,23012443.59,7071320.917,2366535.09,4037635.919,2339596.003,22835786.75,16899683.04,14948367.9,12117412.9,14079716.04,6220349.047,56078492.05,4251397.02
TG(48:1)+NH4,2836855.2,6592145.872,2445184.138,3000422.75,5618520.091,3270785.757,2526437.098,14968696.53,7336906.655,2677974.768,4911414.64,4939223.42,44122417.61,1110677.988,2424179.529,7913582.403
TG(48:1)+NH4,3120702.061,1359683.74,0,1034700.035,2078057.047,2990622.747,2621506.263,2254771.816,1729845.936,2263765.847,4819169.261,1281327.201,7893676.095,5272458.701,1622601.125,1252652.198
TG(48:2)+NH4,451183107.4,822742251.9,425970196.9,401684530.7,725861028.3,645889740.3,429623240.9,402001905.5,248766831.8,214761440.7,252048035.6,189389820.4,517382591.7,855587069.4,725283037.8,485169342
TG(48:2)+NH4,8534714.901,8391478.427,7778950.068,7473675.991,2790768.359,9521204.069,10279847.04,4696762.866,8160672.571,8098331.065,5231490.195,9347604.171,1344848.203,847539.9225,4945200.473,1152201.173
TG(48:2)+NH4,1118588.742,1534583.888,981395.9136,924681.6144,4455367.039,2059645.455,0,3980575.568,2733470.356,1954987.105,4916486.971,2032873.813,936247.0173,6274494.299,1173002.635,2815557.882
TG(48:3)+NH4,223380285,408811381,174524767,175882366.8,329944605.4,306160992.9,131123233,153783473.1,91382662.07,63915858.72,69541228.18,54309284.54,221346623.3,401145562,382110806.8,223519798.8
TG(48:4)+NH4,82056812.91,135672729.5,52169487.04,57886232.7,105934963,102935905.2,46331269.04,48047540.98,15510387.96,10897609.87,12779712.57,8306747.297,47664584.39,109396675.8,112126110.7,52871043.38
TG(48:4+4O)+H,3020495.093,7336994.393,1568852.08,4265876.143,6783525.398,10783113.56,2475076.261,5362445.616,0,0,1496758.632,1011048.824,2599374.218,11300755.6,5469204.826,3913932.298
TG(48:5)+NH4,17811338.34,77212135.65,11390056.01,29460941.22,65840070.89,63504920.71,20334086.1,29820548.08,5464665.117,5489935.145,3820415.518,1090457.519,9462407.569,25255797.21,16827506.75,10764948.98
TG(48:5+O)+H,2609987.398,2281831.195,6960449.237,5149464.593,4626604.993,4058425.717,7094424.686,6965245.767,17824640.74,15677541.75,10847405,14008703.43,9566064.841,7273538.559,9292375.059,10592625.52
TG(48:6)+NH4,9749070.578,23317191.27,13456586.58,5318284.956,26555997.83,21213861.87,2853791.219,6363203.365,1692447.594,1644400.919,1664529.311,1370425.02,5619695.713,12489770.57,14530387.8,3562136.703
TG(49:1)+NH4,15710567.51,33895053.4,11569333.88,11477877.69,15454249.64,18203701.47,9830534.156,14741336.24,8887482.58,13723601.15,3541525.601,8287655.784,28353812.16,42235841.69,31651490.37,10462729.64
TG(49:2)+NH4,4779934.42,24983352.26,7043586.589,9230468.861,13329010.9,8125653.12,9682737.881,8375036.477,3438774.222,13.239,2220561.483,4482707.439,14350834.52,28127457.02,19761968.63,12110325.49
TG(49:2+3O)+H,4153216.565,11765870.5,7202618.745,5509854.246,13783076.57,17749901.28,3605179.369,4747418.919,0,0,0,0,4816997.999,6775230.517,8545294.34,4592311.594
TG(49:9e)+H,30629707.1,29394941.91,28711882.03,20991609.7,40976250.13,42077402.87,39990232.96,25249547.52,18099500.53,14538329.56,21349662.88,6897793.407,30958920.12,40447696.97,42592349.78,28179863.09
TG(50:0)+NH4,121262730.2,150153593.6,68961836.47,74315852.36,141749301.6,128681873.6,124377821.3,94494771.99,110110666.4,82503015.78,95801523.18,79693749.96,144351070.4,177926425.7,147074567.5,112243129.1
TG(50:1)+NH4,560885269.2,970641366.7,486343028.2,442374954.2,761226743.5,608598294,380306220.5,354523332.5,317711155.5,290341481.2,363544416.1,193523584.1,746386670.7,1008704306,873449883.4,605589960.7
TG(50:1e)+NH4,8202363.756,9454207.65,4144475.794,4961760.595,15653243.39,15840155.18,6103545.065,10470277.64,2729248.563,6138452.534,9689743.437,7113168.037,11082677.89,22908479.95,20323941.19,8930951.885
TG(50:2)+NH4,597762882.9,532014873.8,467646587.4,531540167.1,752347732.2,753138353.6,471845882.3,422255421.1,328205043.4,283093996.9,283397859.2,186865048.2,693276342.3,1121618618,903836721.3,668934841.2
TG(50:2+4O)+H,21976108.64,37788464.3,23464441.6,25519257.41,30355610.49,27947000.53,22084160.11,22650947.04,20075621.92,10608441.06,12928789.92,11947467.89,26800412.05,42664222.86,33160186.5,36839130.38
TG(50:3)+NH4,278123082.9,517817647.8,248285317.3,227120594.1,390915103.2,386287406.3,212768627.2,214387225.6,133313823.2,92594567.82,102563687.6,70966990.37,255285477.6,441766828.2,442985780.7,303503820.6
TG(50:4)+NH4,113382101.9,214070868.1,114919993.1,127114539.9,246884291.4,136030675.9,99274376.69,73384856.74,46477006.5,42203924.77,24743187,29049289.52,136061751.4,219891890.7,163313929.5,118409693.4
TG(50:5)+NH4,19495613.02,39361582.56,47177631.43,20454316.14,40986118.12,33503704.72,44083777.45,15710534.16,4251661.354,5847704.45,7921731.534,1649741.956,19735016.1,92075488.62,86510400.97,7336505.188
TG(50:5+5O)+(CH3CH2)3NH,8963463.717,12991218.41,11556061.66,11446375.89,13833344.86,19265943.6,17389925.54,18346337.73,0,2634526.489,20.562,1050075.313,6982373.844,2745763.94,9412931.117,10193100.25
TG(50:6)+NH4,26754161.81,50191873.32,23872183.45,22257565.92,52626905.59,53840764.53,26999914.94,22312990.93,6483143.691,10267700.41,10361964.32,4141408.905,25860525.02,34362303.27,40361658.76,15042932.43
TG(51:1)+NH4,9405972.49,24469471.12,7591146.517,7224857.684,10754533.16,9231386.023,8465992.251,3929628.989,6366425.386,6646358.618,2263523.962,1597265.731,12229767.22,17314923.22,20762975.58,11297110.91
